Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	receptor catabolic process (GO:0032801)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	SMURF1;LGMN
GO_Biological_Process_2021	regulation of AMPA receptor activity (GO:2000311)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	MINK1;SHISA7
GO_Biological_Process_2021	cAMP-mediated signaling (GO:0019933)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	KSR1;PDE3A
GO_Biological_Process_2021	regulation of myotube differentiation (GO:0010830)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	HDAC3;HDAC9
GO_Biological_Process_2021	ribosomal large subunit assembly (GO:0000027)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	RPL5;RPL10
GO_Biological_Process_2021	RNA splicing, via transesterification reactions (GO:0000375)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	SF3B3;SRSF10
GO_Biological_Process_2021	outflow tract septum morphogenesis (GO:0003148)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	NRP1;ZFPM2
GO_Biological_Process_2021	positive regulation of lipid metabolic process (GO:0045834)	2/25	1.284891e-01	5.783547e-01	0	0	3.400908e+00	6.978361e+00	DISP3;CREBL2
GO_Biological_Process_2021	cellular protein-containing complex assembly (GO:0034622)	7/168	1.290366e-01	5.783547e-01	0	0	1.705530e+00	3.492343e+00	TIAM1;NUP107;SMAD3;CALY;GTF2B;NRG1;TMEM35A
GO_Biological_Process_2021	DNA repair (GO:0006281)	11/298	1.291418e-01	5.783547e-01	0	0	1.505903e+00	3.082349e+00	POLB;BRIP1;RAD51C;APLF;RPA1;DNA2;PARK7;TOPBP1;RPS27A;GTF2H3;SIRT1
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	3/50	1.291603e-01	5.783547e-01	0	0	2.498352e+00	5.113380e+00	PRAG1;NRG1;RHOA
GO_Biological_Process_2021	regulation of generation of precursor metabolites and energy (GO:0043467)	3/50	1.291603e-01	5.783547e-01	0	0	2.498352e+00	5.113380e+00	NUP107;NUP210;RUBCNL
GO_Biological_Process_2021	iron ion transport (GO:0006826)	3/50	1.291603e-01	5.783547e-01	0	0	2.498352e+00	5.113380e+00	ATP6V0E1;ATP6AP1;FTH1
GO_Biological_Process_2021	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	3/50	1.291603e-01	5.783547e-01	0	0	2.498352e+00	5.113380e+00	NRP1;CUX2;CUX1
GO_Biological_Process_2021	mRNA processing (GO:0006397)	11/300	1.333968e-01	5.783547e-01	0	0	1.495326e+00	3.012225e+00	SMU1;SF3B3;POLR2B;DHX35;CWF19L1;CPSF2;GEMIN5;GTF2H3;PPARGC1A;SRSF10;RBMX
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	10/267	1.339830e-01	5.783547e-01	0	0	1.528071e+00	3.071487e+00	OTUD4;POLB;KAT2B;SMAD3;USP38;USP9Y;PSMB1;USP2;RPS27A;RHOA
GO_Biological_Process_2021	gonad development (GO:0008406)	3/51	1.348374e-01	5.783547e-01	0	0	2.446177e+00	4.901369e+00	KITLG;NUP107;WNT2B
GO_Biological_Process_2021	inositol lipid-mediated signaling (GO:0048017)	3/51	1.348374e-01	5.783547e-01	0	0	2.446177e+00	4.901369e+00	PLCH2;RHOA;KCNH1
GO_Biological_Process_2021	negative regulation of protein ubiquitination (GO:0031397)	3/51	1.348374e-01	5.783547e-01	0	0	2.446177e+00	4.901369e+00	SH3RF2;CRY1;PARK7
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	3/51	1.348374e-01	5.783547e-01	0	0	2.446177e+00	4.901369e+00	NRP1;SYNPO2;RHOA
GO_Biological_Process_2021	axon development (GO:0061564)	4/79	1.356872e-01	5.783547e-01	0	0	2.088710e+00	4.171995e+00	SLITRK2;DCC;CCK;CNTN4
GO_Biological_Process_2021	central nervous system development (GO:0007417)	10/268	1.362827e-01	5.783547e-01	0	0	1.522069e+00	3.033521e+00	EPHA7;MARCKSL1;MEIS1;GSN;CDH2;NFIB;PPT1;CNTN4;MEIS2;AFF2
GO_Biological_Process_2021	regulation of monocyte chemotaxis (GO:0090025)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	ANO6;LGMN
GO_Biological_Process_2021	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	PPP3CC;YWHAH
GO_Biological_Process_2021	global genome nucleotide-excision repair (GO:0070911)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	RPS27A;GTF2H3
GO_Biological_Process_2021	hippo signaling (GO:0035329)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	MOB1B;MOB1A
GO_Biological_Process_2021	RNA polyadenylation (GO:0043631)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	CPSF2;TENT2
GO_Biological_Process_2021	maturation of LSU-rRNA (GO:0000470)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	RPL7A;NSA2
GO_Biological_Process_2021	membrane depolarization during action potential (GO:0086010)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	CACNA1G;YWHAH
GO_Biological_Process_2021	mRNA polyadenylation (GO:0006378)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	CPSF2;TENT2
GO_Biological_Process_2021	positive regulation of filopodium assembly (GO:0051491)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	NRP1;DPYSL3
GO_Biological_Process_2021	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	2/26	1.369999e-01	5.783547e-01	0	0	3.259036e+00	6.478230e+00	PPP3CC;YWHAH
GO_Biological_Process_2021	neuron projection morphogenesis (GO:0048812)	6/140	1.391497e-01	5.783547e-01	0	0	1.755333e+00	3.461875e+00	SLITRK2;DCC;MINK1;DIP2A;CCK;CNTN4
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	16/474	1.394889e-01	5.783547e-01	0	0	1.374427e+00	2.707306e+00	RPL23;RTKN2;NRG1;SIRT1;POU3F2;MEIS2;DISP3;TIAM1;SDCBP;KITLG;MEIS1;RPS15A;GAREM1;ID2;ZFPM2;LGMN
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	11/303	1.399202e-01	5.783547e-01	0	0	1.479732e+00	2.910164e+00	KITLG;KSR1;RASGRF2;MINK1;PSMB1;GFRA1;NRG1;RPS27A;SPTB;MAPK3;PTPN3
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	4/80	1.401964e-01	5.783547e-01	0	0	2.061121e+00	4.049506e+00	BTG1;SMAD3;BRINP3;PTPN3
GO_Biological_Process_2021	regulation of intrinsic apoptotic signaling pathway (GO:2001242)	3/52	1.405991e-01	5.783547e-01	0	0	2.396132e+00	4.700833e+00	BCAP31;FIS1;RTKN2
GO_Biological_Process_2021	regulation of telomere maintenance via telomerase (GO:0032210)	3/52	1.405991e-01	5.783547e-01	0	0	2.396132e+00	4.700833e+00	NEK7;MAPKAPK5;MAPK3
GO_Biological_Process_2021	response to peptide hormone (GO:0043434)	3/52	1.405991e-01	5.783547e-01	0	0	2.396132e+00	4.700833e+00	ANXA1;CRY1;SIRT1
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	3/52	1.405991e-01	5.783547e-01	0	0	2.396132e+00	4.700833e+00	RPS14;FLVCR1;HIPK2
GO_Biological_Process_2021	negative regulation of BMP signaling pathway (GO:0030514)	3/52	1.405991e-01	5.783547e-01	0	0	2.396132e+00	4.700833e+00	SMURF1;FSTL1;HIPK2
GO_Biological_Process_2021	negative regulation of protein-containing complex assembly (GO:0031333)	3/52	1.405991e-01	5.783547e-01	0	0	2.396132e+00	4.700833e+00	PMEPA1;LDLRAD4;PARK7
GO_Biological_Process_2021	protein sulfation (GO:0006477)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	TPST2
GO_Biological_Process_2021	activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	NRG1
GO_Biological_Process_2021	protein-DNA complex subunit organization (GO:0071824)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	RPL23
GO_Biological_Process_2021	adiponectin-activated signaling pathway (GO:0033211)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ADIPOR2
GO_Biological_Process_2021	regulation of adipose tissue development (GO:1904177)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SIRT1
GO_Biological_Process_2021	B cell chemotaxis (GO:0035754)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	CYP7B1
GO_Biological_Process_2021	regulation of cardiac muscle hypertrophy in response to stress (GO:1903242)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	FOXO1
GO_Biological_Process_2021	regulation of cell cycle checkpoint (GO:1901976)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	CRY1
GO_Biological_Process_2021	regulation of DNA demethylation (GO:1901535)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	OTUD4
GO_Biological_Process_2021	regulation of endoplasmic reticulum tubular network organization (GO:1903371)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	TMEM33
GO_Biological_Process_2021	cellular response to cold (GO:0070417)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	FOXO1
GO_Biological_Process_2021	regulation of extracellular exosome assembly (GO:1903551)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SDCBP
GO_Biological_Process_2021	cellular triglyceride homeostasis (GO:0035356)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SIRT1
GO_Biological_Process_2021	regulation of interleukin-1-mediated signaling pathway (GO:2000659)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	OTUD4
GO_Biological_Process_2021	choline catabolic process (GO:0042426)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ALDH7A1
GO_Biological_Process_2021	regulation of keratinocyte apoptotic process (GO:1902172)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	GSN
GO_Biological_Process_2021	regulation of macrophage apoptotic process (GO:2000109)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SIRT1
GO_Biological_Process_2021	regulation of macrophage proliferation (GO:0120040)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	MAPK3
GO_Biological_Process_2021	regulation of NK T cell activation (GO:0051133)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	HSPH1
GO_Biological_Process_2021	regulation of non-motile cilium assembly (GO:1902855)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	CEP135
GO_Biological_Process_2021	regulation of relaxation of cardiac muscle (GO:1901897)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	CHGA
GO_Biological_Process_2021	foam cell differentiation (GO:0090077)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SOAT1
GO_Biological_Process_2021	hepatocyte differentiation (GO:0070365)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ANXA1
GO_Biological_Process_2021	histamine metabolic process (GO:0001692)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	HNMT
GO_Biological_Process_2021	retinal cone cell development (GO:0046549)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	RORB
GO_Biological_Process_2021	retinal cone cell differentiation (GO:0042670)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	RORB
GO_Biological_Process_2021	retinal ganglion cell axon guidance (GO:0031290)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	NRP1
GO_Biological_Process_2021	sialylation (GO:0097503)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ST8SIA3
GO_Biological_Process_2021	macrophage derived foam cell differentiation (GO:0010742)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SOAT1
GO_Biological_Process_2021	membrane raft assembly (GO:0001765)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	RFTN1
GO_Biological_Process_2021	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	NUP107
GO_Biological_Process_2021	metaphase/anaphase transition of cell cycle (GO:0044784)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ANAPC1
GO_Biological_Process_2021	metaphase/anaphase transition of mitotic cell cycle (GO:0007091)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ANAPC1
GO_Biological_Process_2021	mitotic DNA replication initiation (GO:1902975)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	MCMDC2
GO_Biological_Process_2021	negative regulation of actin filament depolymerization (GO:0030835)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	GSN
GO_Biological_Process_2021	negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	BACE2
GO_Biological_Process_2021	negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SMAD3
GO_Biological_Process_2021	negative regulation of lipoprotein lipase activity (GO:0051005)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	HDAC9
GO_Biological_Process_2021	neurotransmitter-gated ion channel clustering (GO:0072578)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	SHISA7
GO_Biological_Process_2021	nuclear cell cycle DNA replication initiation (GO:1902315)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	MCMDC2
GO_Biological_Process_2021	positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization (GO:1904925)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	TOMM7
GO_Biological_Process_2021	positive regulation of hemoglobin biosynthetic process (GO:0046985)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ABCB10
GO_Biological_Process_2021	positive regulation of histone phosphorylation (GO:0033129)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	MAPK3
GO_Biological_Process_2021	positive regulation of ion transmembrane transport (GO:0034767)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	ANO6
GO_Biological_Process_2021	positive regulation of receptor binding (GO:1900122)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	NRP1
GO_Biological_Process_2021	protein localization to non-motile cilium (GO:0097499)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	BBIP1
GO_Biological_Process_2021	protein localization to nuclear envelope (GO:0090435)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	TOR1AIP2
GO_Biological_Process_2021	protein localization to nucleolus (GO:1902570)	1/6	1.409479e-01	5.783547e-01	0	0	7.813627e+00	1.530975e+01	RAN
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	4/81	1.447647e-01	5.783547e-01	0	0	2.034248e+00	3.931481e+00	CASP8AP2;SMAD3;FAM162A;SENP1
GO_Biological_Process_2021	protein peptidyl-prolyl isomerization (GO:0000413)	2/27	1.456305e-01	5.783547e-01	0	0	3.128514e+00	6.027654e+00	PPID;FKBP5
GO_Biological_Process_2021	dendritic spine organization (GO:0097061)	2/27	1.456305e-01	5.783547e-01	0	0	3.128514e+00	6.027654e+00	DIP2A;LGMN
GO_Biological_Process_2021	stress-activated protein kinase signaling cascade (GO:0031098)	2/27	1.456305e-01	5.783547e-01	0	0	3.128514e+00	6.027654e+00	RPS27A;MAPK3
GO_Biological_Process_2021	peptide hormone secretion (GO:0030072)	2/27	1.456305e-01	5.783547e-01	0	0	3.128514e+00	6.027654e+00	ANXA1;PARK7
GO_Biological_Process_2021	positive regulation of muscle cell differentiation (GO:0051149)	2/27	1.456305e-01	5.783547e-01	0	0	3.128514e+00	6.027654e+00	CDH2;NRG1
GO_Biological_Process_2021	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	3/53	1.464420e-01	5.783547e-01	0	0	2.348089e+00	4.510973e+00	RTKN2;RHOA;NR3C2
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	5/112	1.493993e-01	5.783547e-01	0	0	1.830737e+00	3.480475e+00	PRKAB2;ATP6V0E1;LZTS1;SIRT1;GAPDH
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	10/274	1.505135e-01	5.783547e-01	0	0	1.487013e+00	2.815960e+00	SMU1;SF3B3;POLR2B;DHX35;CWF19L1;CPSF2;STRAP;GEMIN5;SRSF10;RBMX
GO_Biological_Process_2021	regulation of focal adhesion assembly (GO:0051893)	3/54	1.523627e-01	5.783547e-01	0	0	2.301929e+00	4.331059e+00	NRP1;RHOA;EPHA3
GO_Biological_Process_2021	positive regulation of leukocyte chemotaxis (GO:0002690)	3/54	1.523627e-01	5.783547e-01	0	0	2.301929e+00	4.331059e+00	ANO6;MAPK3;LGMN
GO_Biological_Process_2021	nervous system development (GO:0007399)	15/447	1.537897e-01	5.783547e-01	0	0	1.365120e+00	2.555736e+00	KIRREL3;MARCKSL1;GSN;NAB1;NRG1;GFRA1;POU3F2;TRAK2;IRF2BPL;EDNRB;CDH2;PPT1;ST8SIA4;CNTN4;RBM45
GO_Biological_Process_2021	carbohydrate derivative biosynthetic process (GO:1901137)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	GK5;GK
GO_Biological_Process_2021	cristae formation (GO:0042407)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	ATP5MG;ATP5F1E
GO_Biological_Process_2021	regulation of reactive oxygen species biosynthetic process (GO:1903426)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	ABCD2;PARK7
GO_Biological_Process_2021	glycogen metabolic process (GO:0005977)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	GBE1;PHKA2
GO_Biological_Process_2021	histone mRNA metabolic process (GO:0008334)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	CPSF2;TENT2
GO_Biological_Process_2021	negative regulation of oxidative stress-induced cell death (GO:1903202)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	PARK7;SIRT1
GO_Biological_Process_2021	positive regulation of synapse assembly (GO:0051965)	2/28	1.543696e-01	5.783547e-01	0	0	3.008032e+00	5.620225e+00	CUX2;SLITRK2
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	ZNF451;NUP107;NUP210
GO_Biological_Process_2021	protein targeting to mitochondrion (GO:0006626)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	BCAP31;FIS1;TOMM7
GO_Biological_Process_2021	regulation of gene silencing by RNA (GO:0060966)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	NUP107;NUP210;POLR2B
GO_Biological_Process_2021	regulation of posttranscriptional gene silencing (GO:0060147)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	NUP107;NUP210;POLR2B
GO_Biological_Process_2021	glycoprotein metabolic process (GO:0009100)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	ST8SIA3;ST8SIA4;PARK7
GO_Biological_Process_2021	interstrand cross-link repair (GO:0036297)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	MCM9;RPA1;RPS27A
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	3/55	1.583580e-01	5.783547e-01	0	0	2.257545e+00	4.160424e+00	GK5;GK;SIRT1
GO_Biological_Process_2021	nuclear export (GO:0051168)	4/84	1.588089e-01	5.783547e-01	0	0	1.957661e+00	3.602201e+00	SMURF1;RANBP17;PHAX;RAN
GO_Biological_Process_2021	plasma membrane bounded cell projection assembly (GO:0120031)	10/278	1.604035e-01	5.783547e-01	0	0	1.464514e+00	2.680153e+00	NRP1;SDCBP;IFT52;FGD6;GSN;FAM161A;MINK1;RFX2;ANO6;BBIP1
GO_Biological_Process_2021	amino sugar catabolic process (GO:0046348)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	ALDH1A1
GO_Biological_Process_2021	pyrimidine-containing compound biosynthetic process (GO:0072528)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	TPK1
GO_Biological_Process_2021	AV node cell action potential (GO:0086016)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	CACNA1G
GO_Biological_Process_2021	AV node cell to bundle of His cell communication (GO:0086067)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	CACNA1G
GO_Biological_Process_2021	regulation of bile acid metabolic process (GO:1904251)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	SIRT1
GO_Biological_Process_2021	bleb assembly (GO:0032060)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	ANO6
GO_Biological_Process_2021	regulation of cGMP-mediated signaling (GO:0010752)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	PDE10A
GO_Biological_Process_2021	cardiolipin acyl-chain remodeling (GO:0035965)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	HADHB
GO_Biological_Process_2021	cellular amino acid biosynthetic process (GO:0008652)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	ALDH1A1
GO_Biological_Process_2021	cellular cation homeostasis (GO:0030003)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	CLDN16
GO_Biological_Process_2021	regulation of extracellular matrix assembly (GO:1901201)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	SMAD3
GO_Biological_Process_2021	regulation of hemoglobin biosynthetic process (GO:0046984)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	ABCB10
GO_Biological_Process_2021	cleavage furrow formation (GO:0036089)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	RHOA
GO_Biological_Process_2021	regulation of MHC class I biosynthetic process (GO:0045343)	1/7	1.624306e-01	5.783547e-01	0	0	6.511022e+00	1.183381e+01	HSPH1
